Company Name,Investment Date,Company ID,SIC Code,NAIC Code ,Round Number,Equity Amount Disclosed (USD Mil),Valuation at Transaction Date (USD Mil),No. of Funds at Investment Date,Firm Name,Fund Name,Fund Known Equity Invested in Company at Investment Date (USD Mil)
Actelis Networks Inc,04/27/2001,C900465188,3661,334220,3,46.20,129.60,11,MVC Capital Inc,MVC (FKA; meVC Draper Fisher Jurvetson Fund I),5.00
Actelis Networks Inc,04/27/2001,C900465188,3661,334220,3,46.20,129.60,11,"New Enterprise Associates, Inc.","New Enterprise Associates 9, L.P.",3.00
Actelis Networks Inc,04/27/2001,C900465188,3661,334220,3,46.20,129.60,11,Citigroup Private Equity LP,"Salomon Smith Barney Private Selection Fund II, L.P.",-
Actelis Networks Inc,04/27/2001,C900465188,3661,334220,3,46.20,129.60,11,U.S. Venture Partners,"U.S. Venture Partners VI, L.P.",3.28
Actelis Networks Inc,04/27/2001,C900465188,3661,334220,3,46.20,129.60,11,Vertex Israel II Management Ltd,Vertex Management Israel - Unspecified Fund,-
Actelis Networks Inc,04/27/2001,C900465188,3661,334220,3,46.20,129.60,11,Walden International,Walden International - Unspecified Fund,-
"Actimize, Inc.",05/28/2001,C902797800,7372,511210,1,4.00,12.16,1,Carmel Ventures IV Principals Fund LP,Carmel Software Fund,4.00
Action Online Entertainment Inc,01/10/2001,C901168104,-,-,1,14.00,35.01,2,Crosspoint Venture Partners,Crosspoint Venture Partners - Unspecified Fund,7.00
Action Online Entertainment Inc,01/10/2001,C901168104,-,-,1,14.00,35.01,2,Undisclosed Firm,Undisclosed Fund,-
Action Online Entertainment Inc,12/03/2001,C901168104,-,-,2,-,32.85,1,Crosspoint Venture Partners,"Crosspoint Venture Partners 2000 Q, L.P.",4.00
ActivBiotics Inc,09/01/2001,C901371195,2834,325414,1,16.10,20.20,4,Delphi Ventures,Delphi Ventures V,3.96
ActivBiotics Inc,09/01/2001,C901371195,2834,325414,1,16.10,20.20,4,"Healthcare Ventures, LLC","HealthCare Ventures VI, L.P.",-
ActivBiotics Inc,09/01/2001,C901371195,2834,325414,1,16.10,20.20,4,Johnson & Johnson Innovation-JJDC Inc,Johnson & Johnson Development Corporation - Unspecified Fund,-
ActivBiotics Inc,09/01/2001,C901371195,2834,325414,1,16.10,20.20,4,Vanderbilt University Office of Transfer and Development,Vanderbilt University - Unspecified Fund,-
"Active Decisions, Inc.",02/21/2001,C901381959,7372,334611,3,8.33,27.84,6,Aspen Ventures,Aspen Ventures - Unspecified Fund,2.12
"Active Decisions, Inc.",02/21/2001,C901381959,7372,334611,3,8.33,27.84,6,RB Webber and Comapny Inc,"Entrepreneurs' Fund, The",-
"Active Decisions, Inc.",02/21/2001,C901381959,7372,334611,3,8.33,27.84,6,Inroads Capital Partners,Inroads Capital Partners,0.51
"Active Decisions, Inc.",02/21/2001,C901381959,7372,334611,3,8.33,27.84,6,Novus Ventures,"Novus Ventures II, L.P.",2.00
"Active Decisions, Inc.",02/21/2001,C901381959,7372,334611,3,8.33,27.84,6,RB Webber and Comapny Inc,RB Webber & Co. -Unspecified Fund,1.50
"Active Decisions, Inc.",02/21/2001,C901381959,7372,334611,3,8.33,27.84,6,Red Rock Ventures,Red Rock Ventures - Unspecified Fund,2.12
"Active Health Management, Inc.",09/18/2001,C900538383,7375,561499,4,5.00,50.00,8,Aurora Funds Inc,Aurora Ventures LLC,-
"Active Health Management, Inc.",09/18/2001,C900538383,7375,561499,4,5.00,50.00,8,Constellation Ventures,Constellation Ventures,0.21
"Active Health Management, Inc.",09/18/2001,C900538383,7375,561499,4,5.00,50.00,8,Constellation Ventures,Constellation Ventures II,0.73
"Active Health Management, Inc.",09/18/2001,C900538383,7375,561499,4,5.00,50.00,8,Beringea LLC,Investcare Partners L.P.,-
"Active Health Management, Inc.",09/18/2001,C900538383,7375,561499,4,5.00,50.00,8,Merrill Lynch Capital Partners Inc,Merrill Lynch Capital Partners - Unspecified Fund,-
"Active Health Management, Inc.",09/18/2001,C900538383,7375,561499,4,5.00,50.00,8,Psilos Group Managers LLC,"Psilos Group Partners II SBIC, L.P.",1.70
"Active Health Management, Inc.",09/18/2001,C900538383,7375,561499,4,5.00,50.00,8,Undisclosed Firm,Undisclosed Fund,-
"Active Health Management, Inc.",09/18/2001,C900538383,7375,561499,4,5.00,50.00,8,Undisclosed Firm,Undisclosed Fund,-
Active Services Corporation,12/15/2001,C900188034,8059,623110,5,2.75,42.28,3,Coleman Swenson Booth Inc,"Coleman Swenson Hoffman Booth IV, L.P.",1.25
Active Services Corporation,12/15/2001,C900188034,8059,623110,5,2.75,42.28,3,Essex Woodlands Management Inc,"Essex Woodlands Health Ventures Fund III, L.P.",0.48
Active Services Corporation,12/15/2001,C900188034,8059,623110,5,2.75,42.28,3,Hickory Venture Capital Corp,Hickory Capital Corporation,-
"ActiveStrategy, Inc.",06/18/2001,C901203442,-,541618,1,2.00,10.30,3,J. F. Shea Co Inc,J.F. Shea & Company - Unspecified Fund,-
"ActiveStrategy, Inc.",06/18/2001,C901203442,-,541618,1,2.00,10.30,3,Undisclosed Firm,Undisclosed Fund,-
"ActiveStrategy, Inc.",06/18/2001,C901203442,-,541618,1,2.00,10.30,3,Undisclosed Firm,Undisclosed Fund,-
"ActivX Biosciences, Inc.",06/28/2001,C900924022,2836,325414,3,20.00,40.00,7,CIT Group Inc,CIT Group Inc. - Unspecified Fund,-
"ActivX Biosciences, Inc.",06/28/2001,C900924022,2836,325414,3,20.00,40.00,7,Frazier Healthcare Partners,"Frazier Healthcare III, L.P.",5.96
"ActivX Biosciences, Inc.",06/28/2001,C900924022,2836,325414,3,20.00,40.00,7,Novo A/S,Novo A/S - Unspecified Fund,-
"ActivX Biosciences, Inc.",06/28/2001,C900924022,2836,325414,3,20.00,40.00,7,Oxford Bioscience Partners,"Oxford Bioscience Partners IV, LP",4.95
"ActivX Biosciences, Inc.",06/28/2001,C900924022,2836,325414,3,20.00,40.00,7,ProQuest Investments,"ProQuest Investments II Advisors Fund, L. P.",-
"ActivX Biosciences, Inc.",06/28/2001,C900924022,2836,325414,3,20.00,40.00,7,ProQuest Investments,"ProQuest Investments II, L.P.",-
"ActivX Biosciences, Inc.",06/28/2001,C900924022,2836,325414,3,20.00,40.00,7,Vulcan Capital Group Llc,Vulcan Capital - Unspecified Fund,-
Acurian Inc,03/12/2001,C900547304,8099,511210,4,27.00,44.57,8,Euclidsr Partners LP,EuclidSR Partners,6.00
Acurian Inc,03/12/2001,C900547304,8099,511210,4,27.00,44.57,8,Flatiron Partners,Flatiron Associates II,-
Acurian Inc,03/12/2001,C900547304,8099,511210,4,27.00,44.57,8,GeneChem Financial Corp,Genechem - CDP Ventures,-
Acurian Inc,03/12/2001,C900547304,8099,511210,4,27.00,44.57,8,Pliant Corp,J.P. Morgan Partners - Unspecified Fund,-
Acurian Inc,03/12/2001,C900547304,8099,511210,4,27.00,44.57,8,Merck Capital Ventures LLC,Merck Capital Ventures,5.50
Acurian Inc,03/12/2001,C900547304,8099,511210,4,27.00,44.57,8,ProQuest Investments,ProQuest Companion Fund,0.07
Acurian Inc,03/12/2001,C900547304,8099,511210,4,27.00,44.57,8,ProQuest Investments,"ProQuest Investments I, L.P.",5.22
Acurian Inc,03/12/2001,C900547304,8099,511210,4,27.00,44.57,8,CDP Capital Private Equity,Sofinov I - Caisse de Depot et Placement du Quebec,5.00
Acusphere Inc,06/01/2001,C900423975,2834,325412,9,10.00,100.00,11,Burr Egan Deleage And Co,"Alta V, L.P.",0.27
Acusphere Inc,06/01/2001,C900423975,2834,325412,9,10.00,100.00,11,BancBoston Capital/BancBoston Ventures,BancBoston Capital/BancBoston Ventures - Unspecified Fund,-
Acusphere Inc,06/01/2001,C900423975,2834,325412,9,10.00,100.00,11,Nmt New Medical Technologies,New Medical Technologies,0.95
Acusphere Inc,06/01/2001,C900423975,2834,325412,9,10.00,100.00,11,Boston University Technology Development Fund,OTD Fund/Boston University,0.05
Acusphere Inc,06/01/2001,C900423975,2834,325412,9,10.00,100.00,11,Polaris Venture Partners,"Polaris Venture Partners, L.P.",0.14
Acusphere Inc,06/01/2001,C900423975,2834,325412,9,10.00,100.00,11,Prism Ventureworks,Prism VentureWorks - Unspecified Fund,0.13
Acusphere Inc,06/01/2001,C900423975,2834,325412,9,10.00,100.00,11,Scale Venture Partners,Scale Venture Partners - Unspecified Fund,-
Acusphere Inc,06/01/2001,C900423975,2834,325412,9,10.00,100.00,11,Technology Funding,"Technology Funding Partners III, L.P.",0.10
Acusphere Inc,06/01/2001,C900423975,2834,325412,9,10.00,100.00,11,Thomas Weisel Partners Group Inc,"Thomas Weisel Partners, LLC - Unspecified Fund",2.88
Acusphere Inc,06/01/2001,C900423975,2834,325412,9,10.00,100.00,11,Tailwind Capital Group LLC,"TWCP, L.P.",2.12
Acusphere Inc,06/01/2001,C900423975,2834,325412,9,10.00,100.00,11,Undisclosed Firm,Undisclosed Fund,-
"Adams Respiratory Therapeutics, Inc.",07/01/2001,C900188228,2834,325412,2,25.00,73.00,7,Aisling Capital LLC,"Aisling Capital I, L.P.",-
"Adams Respiratory Therapeutics, Inc.",07/01/2001,C900188228,2834,325412,2,25.00,73.00,7,Marquette Venture Partners L P,Marquette Venture Partners,-
"Adams Respiratory Therapeutics, Inc.",07/01/2001,C900188228,2834,325412,2,25.00,73.00,7,Merrill Lynch Capital Partners Inc,Merrill Lynch Capital Partners - Unspecified Fund,-
"Adams Respiratory Therapeutics, Inc.",07/01/2001,C900188228,2834,325412,2,25.00,73.00,7,Talon Equity Partners LLC,"Talon Equity Fund II, LP",-
"Adams Respiratory Therapeutics, Inc.",07/01/2001,C900188228,2834,325412,2,25.00,73.00,7,Tullis Health Investors,"Tullis-Dickerson Capital Focus II, L.P.",2.50
"Adams Respiratory Therapeutics, Inc.",07/01/2001,C900188228,2834,325412,2,25.00,73.00,7,Tullis Health Investors,"Tullis-Dickerson Capital Focus III, L.P.",2.50
"Adams Respiratory Therapeutics, Inc.",07/01/2001,C900188228,2834,325412,2,25.00,73.00,7,Undisclosed Firm,Undisclosed Fund,-
"Adaytum Software, Inc.",06/04/2001,C900188309,-,541512,8,7.40,220.00,5,3i,3i Group plc,-
"Adaytum Software, Inc.",06/04/2001,C900188309,-,541512,8,7.40,220.00,5,Accenture Technology Ventures,Accenture Technology Ventures,-
"Adaytum Software, Inc.",06/04/2001,C900188309,-,541512,8,7.40,220.00,5,American Express Ltd,American Express -Unspecified Fund,-
"Adaytum Software, Inc.",06/04/2001,C900188309,-,541512,8,7.40,220.00,5,Pliant Corp,J.P. Morgan Partners - Unspecified Fund,-
"Adaytum Software, Inc.",06/04/2001,C900188309,-,541512,8,7.40,220.00,5,St Paul Venture Capital Inc,St. Paul Venture Capital VI,3.00
Aderis Pharmaceuticals Inc,06/01/2001,C000081815,2836,325414,4,28.00,77.00,13,Aisling Capital LLC,"Aisling Capital I, L.P.",-
Aderis Pharmaceuticals Inc,06/01/2001,C000081815,2836,325414,4,28.00,77.00,13,China Development Industrial Bank,China Development Industrial Bank - Direct Investment Fund,5.00
Aderis Pharmaceuticals Inc,06/01/2001,C000081815,2836,325414,4,28.00,77.00,13,EDB Investments Pte Ltd,"EDB Investments Pte, Ltd. - Unspecified Fund",2.50
Aderis Pharmaceuticals Inc,06/01/2001,C000081815,2836,325414,4,28.00,77.00,13,EndPoint Merchant Group LLC,Endpoint Late-Stage Fund - Unspecified Fund,2.00
Aderis Pharmaceuticals Inc,06/01/2001,C000081815,2836,325414,4,28.00,77.00,13,Lumira Capital Corp.,Lumira Capital Corporation - Unspecified Fund,4.85
Aderis Pharmaceuticals Inc,06/01/2001,C000081815,2836,325414,4,28.00,77.00,13,Lumira Capital Corp.,MDS Life Science Technology Fund,-
Aderis Pharmaceuticals Inc,06/01/2001,C000081815,2836,325414,4,28.00,77.00,13,Palladium Equity Partners LLC,"Palladium Equity Partners II, L.P.",-
Aderis Pharmaceuticals Inc,06/01/2001,C000081815,2836,325414,4,28.00,77.00,13,Sanderling Ventures,Sanderling Venture Partners III,0.10
Aderis Pharmaceuticals Inc,06/01/2001,C000081815,2836,325414,4,28.00,77.00,13,Sanderling Ventures,"Sanderling Venture Partners IV Co-Investment Fund, L.P.",2.40
Aderis Pharmaceuticals Inc,06/01/2001,C000081815,2836,325414,4,28.00,77.00,13,Sanderling Ventures,"Sanderling Venture Partners V Co-Investment, L.P.",2.00
Aderis Pharmaceuticals Inc,06/01/2001,C000081815,2836,325414,4,28.00,77.00,13,Bio*One Capital Pte Ltd,Singapore Bio-Innovations Pte Ltd. (AKA: SBI Fund I),2.50
Aderis Pharmaceuticals Inc,06/01/2001,C000081815,2836,325414,4,28.00,77.00,13,Undisclosed Firm,Undisclosed Fund,-
Aderis Pharmaceuticals Inc,06/01/2001,C000081815,2836,325414,4,28.00,77.00,13,Undisclosed Firm,Undisclosed Fund,3.50
Aderis Pharmaceuticals Inc,08/01/2001,C000081815,2836,325414,5,15.00,92.00,5,Sv Life Sciences Advisers Llp,International Biotechnology Trust PLC,-
Aderis Pharmaceuticals Inc,08/01/2001,C000081815,2836,325414,5,15.00,92.00,5,Neomed Management As,"NeoMed Innovation III, L.P.",2.00
Aderis Pharmaceuticals Inc,08/01/2001,C000081815,2836,325414,5,15.00,92.00,5,Permira Advisers LLP,Permira UK Venture IV,4.50
Aderis Pharmaceuticals Inc,08/01/2001,C000081815,2836,325414,5,15.00,92.00,5,Sanderling Ventures,Sanderling Venture Partners III,-
Aderis Pharmaceuticals Inc,08/01/2001,C000081815,2836,325414,5,15.00,92.00,5,Undisclosed Firm,Undisclosed Fund,-
"Adesso Healthcare Technology, Inc.",03/31/2001,C900679810,6411,524210,7,-,6.12,1,InterWest Partners LLC,InterWest Partners VI,-
AdOn Network,07/06/2001,C900146550,-,541890,3,1.00,16.67,2,Undisclosed Firm,Undisclosed Fund,-
AdOn Network,07/06/2001,C900146550,-,541890,3,1.00,16.67,2,Epic Ventures Inc,Wasatch Venture Fund III,0.13
"AdOutlet.com, Inc.",01/01/2001,C900905522,-,-,2,0.00,98.30,1,Sprout Group,Sprout Capital VIII,0.00
Advanced BioNutrition Corp,11/14/2001,C901371212,8731,541711,1,2.50,12.90,3,Eastbourne Capital Management LLC,Eastbourne Capital Management - Unspecified Fund,-
Advanced BioNutrition Corp,11/14/2001,C901371212,8731,541711,1,2.50,12.90,3,Maryland Department of Business and Economic Development,Maryland DBED - Unspecified Fund,-
Advanced BioNutrition Corp,11/14/2001,C901371212,8731,541711,1,2.50,12.90,3,Undisclosed Firm,Undisclosed Fund,-
Advanced Imaging Technologies Inc,08/16/2001,C902453511,3845,334510,6,-,12.20,4,Arch Venture Partners,ARCH Venture Partners LLC - Unspecified Fund,-
Advanced Imaging Technologies Inc,08/16/2001,C902453511,3845,334510,6,-,12.20,4,Falcon Technology Partners LP,Falcon Technology Partners - Unspecified Fund,-
Advanced Imaging Technologies Inc,08/16/2001,C902453511,3845,334510,6,-,12.20,4,PERENNIAL VENTURES L P,TGI Fund I (FKA: Tredegar Investments Fund I),-
Advanced Imaging Technologies Inc,08/16/2001,C902453511,3845,334510,6,-,12.20,4,Undisclosed Firm,Undisclosed Fund,-
"Advanced TelCom Group, Inc.",06/30/2001,C900578069,4813,517110,6,30.00,600.00,19,Alta Equity Partners,Alta Equity Partners - Unspecified Fund,-
"Advanced TelCom Group, Inc.",06/30/2001,C900578069,4813,517110,6,30.00,600.00,19,Venture Management Services,AT&T Venture Fund II,-
"Advanced TelCom Group, Inc.",06/30/2001,C900578069,4813,517110,6,30.00,600.00,19,BCI Partners,"BCI Growth V, L.P.",2.39
"Advanced TelCom Group, Inc.",06/30/2001,C900578069,4813,517110,6,30.00,600.00,19,Centennial Ventures Vii L P,"Centennial Fund VI, L.P.",3.64
"Advanced TelCom Group, Inc.",06/30/2001,C900578069,4813,517110,6,30.00,600.00,19,Duff Ackerman & Goodrich LLC,"Duff Ackerman & Goodrich, L.P.",-
"Advanced TelCom Group, Inc.",06/30/2001,C900578069,4813,517110,6,30.00,600.00,19,JPMorgan Chase & Co,J.P. Morgan Chase & Co. - Unspecified Fund,-
"Advanced TelCom Group, Inc.",06/30/2001,C900578069,4813,517110,6,30.00,600.00,19,Norwest Equity Partners,"Norwest Equity Partners VII, L.P.",-
"Advanced TelCom Group, Inc.",06/30/2001,C900578069,4813,517110,6,30.00,600.00,19,Norwest Venture Partners,Norwest Venture Partners- Unspecified Fund,2.69
"Advanced TelCom Group, Inc.",06/30/2001,C900578069,4813,517110,6,30.00,600.00,19,Flagship Ventures,"OneLiberty Ventures 2000, L.P.",-
"Advanced TelCom Group, Inc.",06/30/2001,C900578069,4813,517110,6,30.00,600.00,19,Pamlico Capital Management LP,Pamlico Capital - Unspecified Fund,-
"Advanced TelCom Group, Inc.",06/30/2001,C900578069,4813,517110,6,30.00,600.00,19,SIXTY WALL STREET SBIC FUND L P,"Sixty Wall Street SBIC Fund, L.P. - Unspecified Fund",-
"Advanced TelCom Group, Inc.",06/30/2001,C900578069,4813,517110,6,30.00,600.00,19,Telecom Management LLC,"Telecom Partners III, L.P.",-
"Advanced TelCom Group, Inc.",06/30/2001,C900578069,4813,517110,6,30.00,600.00,19,TPG Capital Management LP,"TPG Capital Management, L.P. - Unspecified Fund",-
"Advanced TelCom Group, Inc.",06/30/2001,C900578069,4813,517110,6,30.00,600.00,19,Undisclosed Firm,Undisclosed Fund,-
"Advanced TelCom Group, Inc.",06/30/2001,C900578069,4813,517110,6,30.00,600.00,19,Undisclosed Firm,Undisclosed Fund,-
"Advanced TelCom Group, Inc.",06/30/2001,C900578069,4813,517110,6,30.00,600.00,19,Undisclosed Firm,Undisclosed Fund,-
"Advanced TelCom Group, Inc.",06/30/2001,C900578069,4813,517110,6,30.00,600.00,19,Undisclosed Firm,Undisclosed Fund,-
"Advanced TelCom Group, Inc.",06/30/2001,C900578069,4813,517110,6,30.00,600.00,19,Undisclosed Firm,Undisclosed Fund,-
"Advanced TelCom Group, Inc.",06/30/2001,C900578069,4813,517110,6,30.00,600.00,19,Undisclosed Firm,Undisclosed Fund,-
Advanced Tissue Sciences Inc,10/02/2001,C000000096,2836,325414,3,20.00,268.43,1,Medtronic Inc,"Medtronic, Inc.",20.00
Advanced Tissue Sciences Inc,11/02/2001,C000000096,2836,325414,4,35.00,287.69,3,State of Wisconsin Investment Board,State of Wisconsin Investment Board - Unspecified Fund,10.00
Advanpack Solutions Pte Ltd,01/12/2001,C901371210,3674,334413,1,6.90,25.15,2,"H&Q Asia Pacific, Ltd.",Asia Pacific Growth Fund III,2.97
Advanpack Solutions Pte Ltd,01/12/2001,C901371210,3674,334413,1,6.90,25.15,2,Undisclosed Firm,Undisclosed Fund,-
"Aeluros, Inc.",08/16/2001,C901196308,3674,334413,1,10.00,20.00,4,"New Enterprise Associates, Inc.","New Enterprise Associates 10, L.P.",4.73
"Aeluros, Inc.",08/16/2001,C901196308,3674,334413,1,10.00,20.00,4,Undisclosed Firm,Undisclosed Fund,-
"Aeluros, Inc.",08/16/2001,C901196308,3674,334413,1,10.00,20.00,4,Undisclosed Firm,Undisclosed Fund,-
"Aeluros, Inc.",08/16/2001,C901196308,3674,334413,1,10.00,20.00,4,"Worldview Technology Partners, Inc.","Worldview Technology Partners IV, L.P.",5.00
"Affinity Express, Inc.",03/01/2001,C901371227,2759,541430,1,5.10,13.79,2,Flagship Ventures,"OneLiberty Ventures 2000, L.P.",4.28
"Affinity Express, Inc.",03/01/2001,C901371227,2759,541430,1,5.10,13.79,2,Undisclosed Firm,Undisclosed Fund,-
Affymax Inc,08/10/2001,C901351263,2834,325412,1,51.00,86.18,4,Apax Partners LLP,APAX Europe V,10.46
Affymax Inc,08/10/2001,C901351263,2834,325412,1,51.00,86.18,4,Apax Partners LLP,"APAX Excelsior VI, L.P.",10.53
Affymax Inc,08/10/2001,C901351263,2834,325412,1,51.00,86.18,4,MPM Capital LLC,MPM Capital LLC - Unspecified Fund,-
Affymax Inc,08/10/2001,C901351263,2834,325412,1,51.00,86.18,4,Sprout Group,Sprout Capital IX,13.27
"AFP Holdings, Ltd.",09/01/2001,C900924658,7372,511210,3,0.37,4.74,1,Mti Partners Ltd,MTI4,0.37
Agentis Software,07/03/2001,C901371229,7372,511210,2,8.27,17.10,4,Draper Fisher Jurvetson,Draper Fisher Jurvetson - Unspecified Fund,0.14
Agentis Software,07/03/2001,C901371229,7372,511210,2,8.27,17.10,4,Draper Fisher Jurvetson,"Draper Fisher Jurvetson Fund VII, LP",3.41
Agentis Software,07/03/2001,C901371229,7372,511210,2,8.27,17.10,4,Partech International,Partech International Ventures IV,2.70
Agentis Software,07/03/2001,C901371229,7372,511210,2,8.27,17.10,4,Undisclosed Firm,Undisclosed Fund,-
Agile Therapeutics Inc,02/28/2001,C901168281,5047,325412,3,11.10,23.17,3,Hillman Co,Hillman Company,-
Agile Therapeutics Inc,02/28/2001,C901168281,5047,325412,3,11.10,23.17,3,Novitas Capital LP,"Novitas Capital II, L.P.",-
Agile Therapeutics Inc,02/28/2001,C901168281,5047,325412,3,11.10,23.17,3,TL Ventures Inc,TL Ventures V,5.00
"Agility Communications, Inc.",07/31/2001,C900910042,3669,334290,3,83.00,246.81,12,General Motors International Holdings Inc,General Motors Corporation,25.00
"Agility Communications, Inc.",07/31/2001,C900910042,3669,334290,3,83.00,246.81,12,GGV Capital,Granite Global Ventures,-
"Agility Communications, Inc.",07/31/2001,C900910042,3669,334290,3,83.00,246.81,12,InterWest Partners LLC,InterWest Partners - Unspecified Fund,-
"Agility Communications, Inc.",07/31/2001,C900910042,3669,334290,3,83.00,246.81,12,Meritech Capital Partners,"Meritech Capital Partners, L.P.",0.98
"Agility Communications, Inc.",07/31/2001,C900910042,3669,334290,3,83.00,246.81,12,Morgenthaler Ventures,"Morgenthaler Partners VII, L.P.",10.00
"Agility Communications, Inc.",07/31/2001,C900910042,3669,334290,3,83.00,246.81,12,Morgenthaler Ventures,"Morgenthaler Venture Partners V, L.P.",2.00
"Agility Communications, Inc.",07/31/2001,C900910042,3669,334290,3,83.00,246.81,12,Tellabs Inc,Tellabs Inc.,-
"Agility Communications, Inc.",07/31/2001,C900910042,3669,334290,3,83.00,246.81,12,U.S. Venture Partners,U.S. Venture Partners VIII,19.57
"Agility Communications, Inc.",07/31/2001,C900910042,3669,334290,3,83.00,246.81,12,Undisclosed Firm,Undisclosed Fund,-
"Agility Communications, Inc.",07/31/2001,C900910042,3669,334290,3,83.00,246.81,12,Undisclosed Firm,Undisclosed Fund,-
