"investment.date","company.id","firm.name","round.number","amount","valuation","equity.invested"
2001-08-30,"Company K","Fund 3",8,9,33,34
2001-08-30,"Company K","Fund 4",8,6,35,44
2001-08-30,"Company K","Fund 5",8,1,27,31
2001-08-30,"Company K","Fund 6",8,5,33,28
2001-08-30,"Company K","Fund 7",8,4,35,41
2001-08-30,"Company K","Fund 8",8,4,29,38
2001-08-30,"Company K","Fund 9",8,5,26,47
2001-08-30,"Company K","Fund 10",8,1,31,41
2001-10-31,"Company K","Fund 1",9,6,37,35
2001-10-31,"Company K","Fund 2",9,2,30,51
2001-10-31,"Company K","Fund 3",9,9,30,43
2001-10-31,"Company K","Fund 4",9,3,28,50
2001-10-31,"Company K","Fund 5",9,10,23,32
2001-10-31,"Company K","Fund 6",9,1,37,33
2001-10-31,"Company K","Fund 7",9,1,40,45
2001-10-31,"Company K","Fund 8",9,1,28,42
2001-10-31,"Company K","Fund 9",9,8,23,52
2001-10-31,"Company K","Fund 10",9,8,27,42
2001-12-02,"Company K","Fund 1",10,10,38,41
2001-12-02,"Company K","Fund 2",10,2,29,53
2001-12-02,"Company K","Fund 3",10,10,32,52
2001-12-02,"Company K","Fund 4",10,8,21,53
2001-12-02,"Company K","Fund 5",10,7,33,42
2001-12-02,"Company K","Fund 6",10,8,26,34
2001-12-02,"Company K","Fund 7",10,8,35,46
2001-12-02,"Company K","Fund 8",10,9,39,43
2001-12-02,"Company K","Fund 9",10,2,21,60
2001-12-02,"Company K","Fund 10",10,3,40,50
2002-05-26,"Company L","Fund 1",1,4,37,1
2002-05-26,"Company L","Fund 2",1,8,25,1
2002-05-26,"Company L","Fund 3",1,8,35,1
2002-05-26,"Company L","Fund 4",1,1,25,1
2002-05-26,"Company L","Fund 5",1,2,28,1
2002-05-26,"Company L","Fund 6",1,5,22,1
2002-05-26,"Company L","Fund 7",1,5,38,1
2002-05-26,"Company L","Fund 8",1,10,33,1
2002-05-26,"Company L","Fund 9",1,6,24,1
2002-05-26,"Company L","Fund 10",1,8,30,1
2002-07-09,"Company L","Fund 1",2,1,36,4
2002-07-09,"Company L","Fund 2",2,4,30,8
2002-07-09,"Company L","Fund 3",2,3,37,8
2002-07-09,"Company L","Fund 4",2,8,34,1
2002-07-09,"Company L","Fund 5",2,2,36,2
2002-07-09,"Company L","Fund 6",2,5,28,5
2002-07-09,"Company L","Fund 7",2,9,31,5
2002-07-09,"Company L","Fund 8",2,2,28,10
2002-07-09,"Company L","Fund 9",2,7,38,6
2002-07-09,"Company L","Fund 10",2,3,35,8
2002-08-05,"Company L","Fund 1",3,9,37,5
2002-08-05,"Company L","Fund 2",3,10,35,12
2002-08-05,"Company L","Fund 3",3,2,26,11
2002-08-05,"Company L","Fund 4",3,2,23,9
2002-08-05,"Company L","Fund 5",3,10,31,4
2002-08-05,"Company L","Fund 6",3,6,26,10
2002-08-05,"Company L","Fund 7",3,4,39,14
2002-08-05,"Company L","Fund 8",3,4,30,12
2002-08-05,"Company L","Fund 9",3,10,38,13
2002-08-05,"Company L","Fund 10",3,10,37,11
2002-08-16,"Company L","Fund 1",4,10,28,14
2002-08-16,"Company L","Fund 2",4,10,26,22
2002-08-16,"Company L","Fund 3",4,2,26,13
2002-08-16,"Company L","Fund 4",4,4,32,11
2002-08-16,"Company L","Fund 5",4,10,34,14
2002-08-16,"Company L","Fund 6",4,1,39,16
2002-08-16,"Company L","Fund 7",4,9,35,18
2002-08-16,"Company L","Fund 8",4,1,31,16
2002-08-16,"Company L","Fund 9",4,8,37,23
2002-08-16,"Company L","Fund 10",4,6,38,21
2002-09-28,"Company L","Fund 1",5,4,37,24
2002-09-28,"Company L","Fund 2",5,9,26,32
2002-09-28,"Company L","Fund 3",5,8,37,15
2002-09-28,"Company L","Fund 4",5,8,25,15
2002-09-28,"Company L","Fund 5",5,2,26,24
2002-09-28,"Company L","Fund 6",5,5,26,17
2002-09-28,"Company L","Fund 7",5,1,31,27
2002-09-28,"Company L","Fund 8",5,9,38,17
2002-09-28,"Company L","Fund 9",5,9,32,31
2002-09-28,"Company L","Fund 10",5,6,33,27
2002-12-09,"Company L","Fund 1",6,8,35,28
2002-12-09,"Company L","Fund 2",6,8,22,41
2002-12-09,"Company L","Fund 3",6,7,38,23
2002-12-09,"Company L","Fund 4",6,8,23,23
2002-12-09,"Company L","Fund 5",6,1,35,26
2002-12-09,"Company L","Fund 6",6,5,26,22
2002-12-09,"Company L","Fund 7",6,9,33,28
2002-12-09,"Company L","Fund 8",6,2,29,26
2002-12-09,"Company L","Fund 9",6,8,32,40
2002-12-09,"Company L","Fund 10",6,6,34,33
2003-01-04,"Company L","Fund 1",7,1,30,36
2003-01-04,"Company L","Fund 2",7,6,21,49
2003-01-04,"Company L","Fund 3",7,10,23,30
2003-01-04,"Company L","Fund 4",7,10,33,31
2003-01-04,"Company L","Fund 5",7,1,40,27
2003-01-04,"Company L","Fund 6",7,9,28,27
2003-01-04,"Company L","Fund 7",7,4,32,37
2003-01-04,"Company L","Fund 8",7,9,23,28
2003-01-04,"Company L","Fund 9",7,2,27,48
2003-01-04,"Company L","Fund 10",7,5,38,39
2003-02-14,"Company L","Fund 1",8,3,33,37
2003-02-14,"Company L","Fund 2",8,1,25,55
2003-02-14,"Company L","Fund 3",8,7,24,40
2003-02-14,"Company L","Fund 4",8,6,38,41
2003-02-14,"Company L","Fund 5",8,5,38,28
2003-02-14,"Company L","Fund 6",8,4,24,36
2003-02-14,"Company L","Fund 7",8,3,36,41
2003-02-14,"Company L","Fund 8",8,7,35,37
2003-02-14,"Company L","Fund 9",8,4,26,50
2003-02-14,"Company L","Fund 10",8,9,35,44
2003-03-01,"Company L","Fund 1",9,6,39,40
2003-03-01,"Company L","Fund 2",9,5,36,56
2003-03-01,"Company L","Fund 3",9,4,34,47
2003-03-01,"Company L","Fund 4",9,3,35,47
2003-03-01,"Company L","Fund 5",9,2,39,33
2003-03-01,"Company L","Fund 6",9,8,38,40
2003-03-01,"Company L","Fund 7",9,10,35,44
2003-03-01,"Company L","Fund 8",9,6,35,44
2003-03-01,"Company L","Fund 9",9,5,31,54
2003-03-01,"Company L","Fund 10",9,9,30,53
2003-04-07,"Company L","Fund 1",10,5,37,46
2003-04-07,"Company L","Fund 2",10,8,35,61
2003-04-07,"Company L","Fund 3",10,3,22,51
2003-04-07,"Company L","Fund 4",10,4,33,50
2003-04-07,"Company L","Fund 5",10,2,40,35
2003-04-07,"Company L","Fund 6",10,1,26,48
2003-04-07,"Company L","Fund 7",10,8,30,54
2003-04-07,"Company L","Fund 8",10,6,30,50
2003-04-07,"Company L","Fund 9",10,3,21,59
2003-04-07,"Company L","Fund 10",10,4,31,62
2003-04-20,"Company M","Fund 1",1,4,37,1
2003-04-20,"Company M","Fund 2",1,7,32,1
2003-04-20,"Company M","Fund 3",1,3,24,1
2003-04-20,"Company M","Fund 4",1,8,29,1
2003-04-20,"Company M","Fund 5",1,3,33,1
2003-04-20,"Company M","Fund 6",1,1,28,1
2003-04-20,"Company M","Fund 7",1,9,38,1
2003-04-20,"Company M","Fund 8",1,10,38,1
2003-04-20,"Company M","Fund 9",1,2,36,1
2003-04-20,"Company M","Fund 10",1,7,31,1
2003-05-14,"Company M","Fund 1",2,5,31,4
2003-05-14,"Company M","Fund 2",2,7,35,7
2003-05-14,"Company M","Fund 3",2,3,33,3
2003-05-14,"Company M","Fund 4",2,7,34,8
2003-05-14,"Company M","Fund 5",2,6,35,3
2003-05-14,"Company M","Fund 6",2,10,35,1
2003-05-14,"Company M","Fund 7",2,5,30,9
2003-05-14,"Company M","Fund 8",2,2,37,10
2003-05-14,"Company M","Fund 9",2,8,34,2
2003-05-14,"Company M","Fund 10",2,9,21,7
2003-05-21,"Company M","Fund 1",3,6,26,9
2003-05-21,"Company M","Fund 2",3,9,34,14
2003-05-21,"Company M","Fund 3",3,8,29,6
2003-05-21,"Company M","Fund 4",3,5,31,15
2003-05-21,"Company M","Fund 5",3,5,23,9
2003-05-21,"Company M","Fund 6",3,5,36,11
2003-05-21,"Company M","Fund 7",3,2,21,14
2003-05-21,"Company M","Fund 8",3,3,35,12
2003-05-21,"Company M","Fund 9",3,4,37,10
2003-05-21,"Company M","Fund 10",3,7,24,16
2003-05-29,"Company M","Fund 1",4,4,28,15
2003-05-29,"Company M","Fund 2",4,1,40,23
2003-05-29,"Company M","Fund 3",4,9,33,14
2003-05-29,"Company M","Fund 4",4,3,21,20
2003-05-29,"Company M","Fund 5",4,7,37,14
2003-05-29,"Company M","Fund 6",4,3,24,16
2003-05-29,"Company M","Fund 7",4,4,27,16
2003-05-29,"Company M","Fund 8",4,2,32,15
2003-05-29,"Company M","Fund 9",4,4,25,14
2003-05-29,"Company M","Fund 10",4,4,30,23
2003-07-18,"Company M","Fund 1",5,7,38,19
2003-07-18,"Company M","Fund 2",5,9,35,24
2003-07-18,"Company M","Fund 3",5,4,35,23
2003-07-18,"Company M","Fund 4",5,6,24,23
2003-07-18,"Company M","Fund 5",5,3,27,21
2003-07-18,"Company M","Fund 6",5,5,28,19
2003-07-18,"Company M","Fund 7",5,3,29,20
2003-07-18,"Company M","Fund 8",5,1,24,17
2003-07-18,"Company M","Fund 9",5,2,22,18
2003-07-18,"Company M","Fund 10",5,6,26,27
2003-09-02,"Company M","Fund 1",6,3,26,26
2003-09-02,"Company M","Fund 2",6,9,26,33
2003-09-02,"Company M","Fund 3",6,8,27,27
2003-09-02,"Company M","Fund 4",6,10,27,29
2003-09-02,"Company M","Fund 5",6,8,22,24
2003-09-02,"Company M","Fund 6",6,4,23,24
2003-09-02,"Company M","Fund 7",6,5,26,23
2003-09-02,"Company M","Fund 8",6,4,35,18
2003-09-02,"Company M","Fund 9",6,1,35,20
2003-09-02,"Company M","Fund 10",6,7,25,33
2003-10-25,"Company M","Fund 1",7,1,26,29
2003-10-25,"Company M","Fund 2",7,6,40,42
2003-10-25,"Company M","Fund 3",7,8,35,35
2003-10-25,"Company M","Fund 4",7,1,33,39
2003-10-25,"Company M","Fund 5",7,9,30,32
2003-10-25,"Company M","Fund 6",7,1,31,28
2003-10-25,"Company M","Fund 7",7,3,28,28
2003-10-25,"Company M","Fund 8",7,5,23,22
2003-10-25,"Company M","Fund 9",7,5,31,21
2003-10-25,"Company M","Fund 10",7,1,40,40
2003-11-10,"Company M","Fund 1",8,8,34,30
2003-11-10,"Company M","Fund 2",8,2,27,48
2003-11-10,"Company M","Fund 3",8,2,39,43
2003-11-10,"Company M","Fund 4",8,10,29,40
2003-11-10,"Company M","Fund 5",8,5,34,41
2003-11-10,"Company M","Fund 6",8,8,38,29
2003-11-10,"Company M","Fund 7",8,8,27,31
2003-11-10,"Company M","Fund 8",8,2,34,27
2003-11-10,"Company M","Fund 9",8,3,25,26
2003-11-10,"Company M","Fund 10",8,2,26,41
2003-11-17,"Company M","Fund 1",9,1,28,38
2003-11-17,"Company M","Fund 2",9,7,26,50
2003-11-17,"Company M","Fund 3",9,8,38,45
2003-11-17,"Company M","Fund 4",9,1,34,50
2003-11-17,"Company M","Fund 5",9,6,27,46
2003-11-17,"Company M","Fund 6",9,2,33,37
2003-11-17,"Company M","Fund 7",9,8,31,39
2003-11-17,"Company M","Fund 8",9,1,23,29
2003-11-17,"Company M","Fund 9",9,10,32,29
2003-11-17,"Company M","Fund 10",9,6,39,43
2003-12-21,"Company M","Fund 1",10,5,26,39
2003-12-21,"Company M","Fund 2",10,5,24,57
2003-12-21,"Company M","Fund 3",10,6,34,53
2003-12-21,"Company M","Fund 4",10,9,26,51
2003-12-21,"Company M","Fund 5",10,10,25,52
2003-12-21,"Company M","Fund 6",10,1,24,39
2003-12-21,"Company M","Fund 7",10,9,35,47
2003-12-21,"Company M","Fund 8",10,4,24,30
2003-12-21,"Company M","Fund 9",10,2,27,39
2003-12-21,"Company M","Fund 10",10,2,31,49
2004-01-18,"Company N","Fund 1",1,7,25,1
2004-01-18,"Company N","Fund 2",1,7,24,1
2004-01-18,"Company N","Fund 3",1,9,36,1
2004-01-18,"Company N","Fund 4",1,2,29,1
2004-01-18,"Company N","Fund 5",1,2,27,1
2004-01-18,"Company N","Fund 6",1,6,34,1
2004-01-18,"Company N","Fund 7",1,4,30,1
2004-01-18,"Company N","Fund 8",1,5,39,1
2004-01-18,"Company N","Fund 9",1,7,25,1
2004-01-18,"Company N","Fund 10",1,5,21,1
2004-07-16,"Company N","Fund 1",2,4,22,7
2004-07-16,"Company N","Fund 2",2,4,21,7
2004-07-16,"Company N","Fund 3",2,8,35,9
2004-07-16,"Company N","Fund 4",2,5,27,2
2004-07-16,"Company N","Fund 5",2,10,23,2
2004-07-16,"Company N","Fund 6",2,2,31,6
2004-07-16,"Company N","Fund 7",2,10,24,4
2004-07-16,"Company N","Fund 8",2,6,23,5
2004-07-16,"Company N","Fund 9",2,2,28,7
2004-07-16,"Company N","Fund 10",2,8,39,5
2005-01-11,"Company N","Fund 1",3,3,27,11
2005-01-11,"Company N","Fund 2",3,2,36,11
2005-01-11,"Company N","Fund 3",3,2,33,17
2005-01-11,"Company N","Fund 4",3,1,34,7
2005-01-11,"Company N","Fund 5",3,6,28,12
2005-01-11,"Company N","Fund 6",3,6,24,8
2005-01-11,"Company N","Fund 7",3,8,33,14
2005-01-11,"Company N","Fund 8",3,4,22,11
2005-01-11,"Company N","Fund 9",3,7,37,9
2005-01-11,"Company N","Fund 10",3,4,32,13
2005-01-31,"Company N","Fund 1",4,2,35,14
2005-01-31,"Company N","Fund 2",4,7,37,13
2005-01-31,"Company N","Fund 3",4,1,25,19
2005-01-31,"Company N","Fund 4",4,7,33,8
2005-01-31,"Company N","Fund 5",4,2,21,18
2005-01-31,"Company N","Fund 6",4,7,40,14
2005-01-31,"Company N","Fund 7",4,8,39,22
2005-01-31,"Company N","Fund 8",4,8,30,15
2005-01-31,"Company N","Fund 9",4,9,33,16
2005-01-31,"Company N","Fund 10",4,1,33,17
2005-02-26,"Company N","Fund 1",5,3,25,16
2005-02-26,"Company N","Fund 2",5,10,34,20
2005-02-26,"Company N","Fund 3",5,1,38,20
2005-02-26,"Company N","Fund 4",5,1,40,15
2005-02-26,"Company N","Fund 5",5,1,36,20
2005-02-26,"Company N","Fund 6",5,3,32,21
2005-02-26,"Company N","Fund 7",5,2,21,30
2005-02-26,"Company N","Fund 8",5,8,27,23
2005-02-26,"Company N","Fund 9",5,5,40,25
2005-02-26,"Company N","Fund 10",5,4,40,18
2005-03-15,"Company N","Fund 1",6,7,37,19
2005-03-15,"Company N","Fund 2",6,7,34,30
2005-03-15,"Company N","Fund 3",6,9,22,21
2005-03-15,"Company N","Fund 4",6,1,35,16
2005-03-15,"Company N","Fund 5",6,8,37,21
2005-03-15,"Company N","Fund 6",6,4,39,24
2005-03-15,"Company N","Fund 7",6,7,23,32
2005-03-15,"Company N","Fund 8",6,4,23,31
2005-03-15,"Company N","Fund 9",6,1,21,30
2005-03-15,"Company N","Fund 10",6,5,32,22
2005-03-19,"Company N","Fund 1",7,6,31,26
2005-03-19,"Company N","Fund 2",7,10,34,37
2005-03-19,"Company N","Fund 3",7,9,39,30
2005-03-19,"Company N","Fund 4",7,1,31,17
2005-03-19,"Company N","Fund 5",7,4,32,29
2005-03-19,"Company N","Fund 6",7,6,34,28
2005-03-19,"Company N","Fund 7",7,9,22,39
2005-03-19,"Company N","Fund 8",7,5,24,35
2005-03-19,"Company N","Fund 9",7,5,31,31
2005-03-19,"Company N","Fund 10",7,10,23,27
2005-05-13,"Company N","Fund 1",8,7,31,32
2005-05-13,"Company N","Fund 2",8,9,34,47
2005-05-13,"Company N","Fund 3",8,5,34,39
2005-05-13,"Company N","Fund 4",8,8,34,18
2005-05-13,"Company N","Fund 5",8,6,25,33
2005-05-13,"Company N","Fund 6",8,8,38,34
2005-05-13,"Company N","Fund 7",8,8,33,48
2005-05-13,"Company N","Fund 8",8,7,39,40
2005-05-13,"Company N","Fund 9",8,9,23,36
2005-05-13,"Company N","Fund 10",8,6,38,37
2005-06-06,"Company N","Fund 1",9,7,38,39
2005-06-06,"Company N","Fund 2",9,1,25,56
2005-06-06,"Company N","Fund 3",9,7,36,44
2005-06-06,"Company N","Fund 4",9,7,23,26
2005-06-06,"Company N","Fund 5",9,8,24,39
2005-06-06,"Company N","Fund 6",9,7,39,42
2005-06-06,"Company N","Fund 7",9,8,22,56
2005-06-06,"Company N","Fund 8",9,4,27,47
2005-06-06,"Company N","Fund 9",9,1,24,45
2005-06-06,"Company N","Fund 10",9,4,36,43
2005-06-22,"Company N","Fund 1",10,9,33,46
2005-06-22,"Company N","Fund 2",10,10,38,57
2005-06-22,"Company N","Fund 3",10,3,36,51
2005-06-22,"Company N","Fund 4",10,9,21,33
2005-06-22,"Company N","Fund 5",10,8,38,47
2005-06-22,"Company N","Fund 6",10,8,22,49
2005-06-22,"Company N","Fund 7",10,6,22,64
2005-06-22,"Company N","Fund 8",10,5,27,51
2005-06-22,"Company N","Fund 9",10,10,26,46
2005-06-22,"Company N","Fund 10",10,3,34,47
2005-08-15,"Company O","Fund 1",1,7,31,1
2005-08-15,"Company O","Fund 2",1,8,30,1
2005-08-15,"Company O","Fund 3",1,10,32,1
2005-08-15,"Company O","Fund 4",1,1,31,1
2005-08-15,"Company O","Fund 5",1,6,32,1
2005-08-15,"Company O","Fund 6",1,1,39,1
2005-08-15,"Company O","Fund 7",1,5,29,1
2005-08-15,"Company O","Fund 8",1,2,21,1
2005-08-15,"Company O","Fund 9",1,9,39,1
2005-08-15,"Company O","Fund 10",1,6,38,1
2005-08-18,"Company O","Fund 1",2,7,31,7
2005-08-18,"Company O","Fund 2",2,7,26,8
2005-08-18,"Company O","Fund 3",2,6,32,10
2005-08-18,"Company O","Fund 4",2,2,32,1
2005-08-18,"Company O","Fund 5",2,9,37,6
2005-08-18,"Company O","Fund 6",2,10,31,1
2005-08-18,"Company O","Fund 7",2,6,25,5
2005-08-18,"Company O","Fund 8",2,1,38,2
2005-08-18,"Company O","Fund 9",2,3,24,9
2005-08-18,"Company O","Fund 10",2,3,33,6
2005-09-10,"Company O","Fund 1",3,3,28,14
2005-09-10,"Company O","Fund 2",3,9,25,15
2005-09-10,"Company O","Fund 3",3,8,22,16
2005-09-10,"Company O","Fund 4",3,3,22,3
2005-09-10,"Company O","Fund 5",3,7,32,15
2005-09-10,"Company O","Fund 6",3,10,33,11
2005-09-10,"Company O","Fund 7",3,2,24,11
2005-09-10,"Company O","Fund 8",3,2,27,3
2005-09-10,"Company O","Fund 9",3,9,33,12
2005-09-10,"Company O","Fund 10",3,3,29,9
2005-10-29,"Company O","Fund 1",4,4,30,17
2005-10-29,"Company O","Fund 2",4,6,32,24
2005-10-29,"Company O","Fund 3",4,2,24,24
2005-10-29,"Company O","Fund 4",4,8,22,6
2005-10-29,"Company O","Fund 5",4,6,40,22
2005-10-29,"Company O","Fund 6",4,4,21,21
2005-10-29,"Company O","Fund 7",4,3,32,13
2005-10-29,"Company O","Fund 8",4,3,24,5
2005-10-29,"Company O","Fund 9",4,6,26,21
2005-10-29,"Company O","Fund 10",4,9,33,12
2005-10-30,"Company O","Fund 1",5,3,26,21
2005-10-30,"Company O","Fund 2",5,6,24,30
2005-10-30,"Company O","Fund 3",5,5,37,26
2005-10-30,"Company O","Fund 4",5,10,34,14
2005-10-30,"Company O","Fund 5",5,8,36,28
2005-10-30,"Company O","Fund 6",5,9,39,25
2005-10-30,"Company O","Fund 7",5,1,32,16
2005-10-30,"Company O","Fund 8",5,5,23,8
2005-10-30,"Company O","Fund 9",5,4,21,27
2005-10-30,"Company O","Fund 10",5,5,32,21
2005-11-29,"Company O","Fund 1",6,3,36,24
2005-11-29,"Company O","Fund 2",6,3,23,36
2005-11-29,"Company O","Fund 3",6,3,22,31
2005-11-29,"Company O","Fund 4",6,7,33,24
2005-11-29,"Company O","Fund 5",6,5,28,36
2005-11-29,"Company O","Fund 6",6,2,34,34
2005-11-29,"Company O","Fund 7",6,2,35,17
2005-11-29,"Company O","Fund 8",6,6,30,13
2005-11-29,"Company O","Fund 9",6,4,35,31
2005-11-29,"Company O","Fund 10",6,9,23,26
2005-12-06,"Company O","Fund 1",7,3,24,27
2005-12-06,"Company O","Fund 2",7,10,34,39
2005-12-06,"Company O","Fund 3",7,1,27,34
2005-12-06,"Company O","Fund 4",7,5,26,31
2005-12-06,"Company O","Fund 5",7,5,28,41
2005-12-06,"Company O","Fund 6",7,9,26,36
2005-12-06,"Company O","Fund 7",7,7,21,19
2005-12-06,"Company O","Fund 8",7,5,39,19
2005-12-06,"Company O","Fund 9",7,6,32,35
2005-12-06,"Company O","Fund 10",7,10,21,35
2006-03-03,"Company O","Fund 1",8,6,24,30
2006-03-03,"Company O","Fund 2",8,2,28,49
2006-03-03,"Company O","Fund 3",8,8,27,35
2006-03-03,"Company O","Fund 4",8,7,25,36
2006-03-03,"Company O","Fund 5",8,2,30,46
2006-03-03,"Company O","Fund 6",8,4,35,45
2006-03-03,"Company O","Fund 7",8,5,36,26
2006-03-03,"Company O","Fund 8",8,6,22,24
2006-03-03,"Company O","Fund 9",8,8,40,41
2006-03-03,"Company O","Fund 10",8,2,28,45
2006-03-09,"Company O","Fund 1",9,1,33,36
2006-03-09,"Company O","Fund 2",9,9,39,51
2006-03-09,"Company O","Fund 3",9,5,30,43
2006-03-09,"Company O","Fund 4",9,6,39,43
2006-03-09,"Company O","Fund 5",9,1,30,48
2006-03-09,"Company O","Fund 6",9,8,37,49
2006-03-09,"Company O","Fund 7",9,7,31,31
2006-03-09,"Company O","Fund 8",9,4,23,30
2006-03-09,"Company O","Fund 9",9,4,23,49
2006-03-09,"Company O","Fund 10",9,6,31,47
2006-05-05,"Company O","Fund 1",10,6,23,37
2006-05-05,"Company O","Fund 2",10,6,36,60
2006-05-05,"Company O","Fund 3",10,4,29,48
2006-05-05,"Company O","Fund 4",10,2,28,49
2006-05-05,"Company O","Fund 5",10,1,36,49
2006-05-05,"Company O","Fund 6",10,9,31,57
2006-05-05,"Company O","Fund 7",10,8,21,38
2006-05-05,"Company O","Fund 8",10,2,35,34
2006-05-05,"Company O","Fund 9",10,3,35,53
2006-05-05,"Company O","Fund 10",10,5,32,53
2006-06-05,"Company P","Fund 1",1,8,40,1
2006-06-05,"Company P","Fund 2",1,3,28,1
2006-06-05,"Company P","Fund 3",1,9,38,1
2006-06-05,"Company P","Fund 4",1,6,24,1
2006-06-05,"Company P","Fund 5",1,4,36,1
2006-06-05,"Company P","Fund 6",1,6,38,1
2006-06-05,"Company P","Fund 7",1,3,37,1
2006-06-05,"Company P","Fund 8",1,2,22,1
2006-06-05,"Company P","Fund 9",1,8,39,1
2006-06-05,"Company P","Fund 10",1,5,24,1
2006-07-05,"Company P","Fund 1",2,3,33,8
2006-07-05,"Company P","Fund 2",2,9,22,3
2006-07-05,"Company P","Fund 3",2,8,27,9
2006-07-05,"Company P","Fund 4",2,1,31,6
2006-07-05,"Company P","Fund 5",2,7,32,4
2006-07-05,"Company P","Fund 6",2,1,25,6
2006-07-05,"Company P","Fund 7",2,10,25,3
2006-07-05,"Company P","Fund 8",2,6,36,2
2006-07-05,"Company P","Fund 9",2,9,27,8
2006-07-05,"Company P","Fund 10",2,6,31,5
2006-07-22,"Company P","Fund 1",3,5,36,11
2006-07-22,"Company P","Fund 2",3,7,33,12
2006-07-22,"Company P","Fund 3",3,8,23,17
2006-07-22,"Company P","Fund 4",3,7,34,7
2006-07-22,"Company P","Fund 5",3,2,29,11
2006-07-22,"Company P","Fund 6",3,2,38,7
2006-07-22,"Company P","Fund 7",3,5,35,13
2006-07-22,"Company P","Fund 8",3,6,28,8
2006-07-22,"Company P","Fund 9",3,2,39,17
2006-07-22,"Company P","Fund 10",3,5,21,11
2006-08-06,"Company P","Fund 1",4,4,26,16
2006-08-06,"Company P","Fund 2",4,4,39,19
2006-08-06,"Company P","Fund 3",4,10,30,25
2006-08-06,"Company P","Fund 4",4,2,24,14
2006-08-06,"Company P","Fund 5",4,9,22,13
2006-08-06,"Company P","Fund 6",4,9,40,9
2006-08-06,"Company P","Fund 7",4,1,25,18
2006-08-06,"Company P","Fund 8",4,4,21,14
2006-08-06,"Company P","Fund 9",4,2,27,19
2006-08-06,"Company P","Fund 10",4,5,29,16
2006-10-03,"Company P","Fund 1",5,8,29,20
2006-10-03,"Company P","Fund 2",5,7,36,23
2006-10-03,"Company P","Fund 3",5,10,40,35
2006-10-03,"Company P","Fund 4",5,2,34,16
2006-10-03,"Company P","Fund 5",5,3,25,22
2006-10-03,"Company P","Fund 6",5,2,26,18
2006-10-03,"Company P","Fund 7",5,9,28,19
2006-10-03,"Company P","Fund 8",5,6,27,18
2006-10-03,"Company P","Fund 9",5,4,34,21
2006-10-03,"Company P","Fund 10",5,1,24,21
2006-10-06,"Company P","Fund 1",6,7,23,28
2006-10-06,"Company P","Fund 2",6,3,30,30
2006-10-06,"Company P","Fund 3",6,2,31,45
2006-10-06,"Company P","Fund 4",6,9,29,18
2006-10-06,"Company P","Fund 5",6,5,31,25
2006-10-06,"Company P","Fund 6",6,7,24,20
2006-10-06,"Company P","Fund 7",6,7,21,28
2006-10-06,"Company P","Fund 8",6,4,37,24
2006-10-06,"Company P","Fund 9",6,1,30,25
2006-10-06,"Company P","Fund 10",6,7,33,22
2006-11-17,"Company P","Fund 1",7,5,33,35
2006-11-17,"Company P","Fund 2",7,10,27,33
2006-11-17,"Company P","Fund 3",7,5,26,47
2006-11-17,"Company P","Fund 4",7,4,40,27
2006-11-17,"Company P","Fund 5",7,1,21,30
2006-11-17,"Company P","Fund 6",7,6,31,27
2006-11-17,"Company P","Fund 7",7,7,27,35
2006-11-17,"Company P","Fund 8",7,5,22,28
2006-11-17,"Company P","Fund 9",7,3,23,26
2006-11-17,"Company P","Fund 10",7,7,34,29
2006-12-02,"Company P","Fund 1",8,3,30,40
2006-12-02,"Company P","Fund 2",8,4,34,43
2006-12-02,"Company P","Fund 3",8,6,37,52
2006-12-02,"Company P","Fund 4",8,4,29,31
2006-12-02,"Company P","Fund 5",8,1,29,31
2006-12-02,"Company P","Fund 6",8,1,36,33
2006-12-02,"Company P","Fund 7",8,6,27,42
2006-12-02,"Company P","Fund 8",8,5,29,33
2006-12-02,"Company P","Fund 9",8,8,26,29
2006-12-02,"Company P","Fund 10",8,8,24,36
2007-04-01,"Company P","Fund 1",9,8,27,43
2007-04-01,"Company P","Fund 2",9,7,22,47
2007-04-01,"Company P","Fund 3",9,10,25,58
2007-04-01,"Company P","Fund 4",9,10,39,35
2007-04-01,"Company P","Fund 5",9,2,23,32
2007-04-01,"Company P","Fund 6",9,6,33,34
2007-04-01,"Company P","Fund 7",9,1,25,48
2007-04-01,"Company P","Fund 8",9,7,31,38
2007-04-01,"Company P","Fund 9",9,2,38,37
2007-04-01,"Company P","Fund 10",9,10,38,44
2007-04-07,"Company P","Fund 1",10,8,24,51
2007-04-07,"Company P","Fund 2",10,8,29,54
2007-04-07,"Company P","Fund 3",10,6,22,68
2007-04-07,"Company P","Fund 4",10,9,40,45
2007-04-07,"Company P","Fund 5",10,2,22,34
2007-04-07,"Company P","Fund 6",10,1,32,40
2007-04-07,"Company P","Fund 7",10,3,39,49
2007-04-07,"Company P","Fund 8",10,3,37,45
2007-04-07,"Company P","Fund 9",10,9,29,39
2007-04-07,"Company P","Fund 10",10,7,34,54
2007-05-17,"Company Q","Fund 1",1,4,30,1
2007-05-17,"Company Q","Fund 2",1,7,27,1
2007-05-17,"Company Q","Fund 3",1,5,26,1
2007-05-17,"Company Q","Fund 4",1,2,30,1
2007-05-17,"Company Q","Fund 5",1,2,24,1
2007-05-17,"Company Q","Fund 6",1,8,35,1
2007-05-17,"Company Q","Fund 7",1,4,35,1
2007-05-17,"Company Q","Fund 8",1,3,21,1
