"","investment.date","company.id","firm.name","round.number","amount","valuation","equity.invested","equity","cum.inv.by.firm","max.cum.inv.by.firm","max.cum.inv.cum","lead.vc","lead.firm","lead.firm.1","lead.firm.2","lead.firm.3","lead.firm.4","lead.firm.5","lead.firm.6","lead.firm.7","lead.firm.8","lead.firm.9","lead.firm.10"
"1112",2002-07-09,"Company L","Fund 10",2,3,35,8,57,9,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113",2002-07-09,"Company L","Fund 2",2,4,30,8,57,9,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114",2002-07-09,"Company L","Fund 3",2,3,37,8,57,9,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115",2002-07-09,"Company L","Fund 4",2,8,34,1,57,2,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116",2002-07-09,"Company L","Fund 5",2,2,36,2,57,3,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117",2002-07-09,"Company L","Fund 6",2,5,28,5,57,6,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118",2002-07-09,"Company L","Fund 7",2,9,31,5,57,6,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119",2002-07-09,"Company L","Fund 8",2,2,28,10,57,11,11,11,TRUE,"Fund 8","Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120",2002-07-09,"Company L","Fund 9",2,7,38,6,57,7,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121",2002-08-05,"Company L","Fund 1",3,9,37,5,101,10,23,23,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122",2002-08-05,"Company L","Fund 10",3,10,37,11,101,20,23,23,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123",2002-08-05,"Company L","Fund 2",3,10,35,12,101,21,23,23,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124",2002-08-05,"Company L","Fund 3",3,2,26,11,101,20,23,23,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125",2002-08-05,"Company L","Fund 4",3,2,23,9,101,11,23,23,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126",2002-08-05,"Company L","Fund 5",3,10,31,4,101,7,23,23,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127",2002-08-05,"Company L","Fund 6",3,6,26,10,101,16,23,23,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128",2002-08-05,"Company L","Fund 7",3,4,39,14,101,20,23,23,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129",2002-08-05,"Company L","Fund 8",3,4,30,12,101,23,23,23,TRUE,"Fund 8","Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130",2002-08-05,"Company L","Fund 9",3,10,38,13,101,20,23,23,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131",2002-08-16,"Company L","Fund 1",4,10,28,14,168,24,43,43,FALSE,NA,"Fund 2","Fund 9",NA,NA,NA,NA,NA,NA,NA,NA
"1132",2002-08-16,"Company L","Fund 10",4,6,38,21,168,41,43,43,FALSE,NA,"Fund 2","Fund 9",NA,NA,NA,NA,NA,NA,NA,NA
"1133",2002-08-16,"Company L","Fund 2",4,10,26,22,168,43,43,43,TRUE,"Fund 2","Fund 2","Fund 9",NA,NA,NA,NA,NA,NA,NA,NA
"1134",2002-08-16,"Company L","Fund 3",4,2,26,13,168,33,43,43,FALSE,NA,"Fund 2","Fund 9",NA,NA,NA,NA,NA,NA,NA,NA
"1135",2002-08-16,"Company L","Fund 4",4,4,32,11,168,22,43,43,FALSE,NA,"Fund 2","Fund 9",NA,NA,NA,NA,NA,NA,NA,NA
"1136",2002-08-16,"Company L","Fund 5",4,10,34,14,168,21,43,43,FALSE,NA,"Fund 2","Fund 9",NA,NA,NA,NA,NA,NA,NA,NA
"1137",2002-08-16,"Company L","Fund 6",4,1,39,16,168,32,43,43,FALSE,NA,"Fund 2","Fund 9",NA,NA,NA,NA,NA,NA,NA,NA
"1138",2002-08-16,"Company L","Fund 7",4,9,35,18,168,38,43,43,FALSE,NA,"Fund 2","Fund 9",NA,NA,NA,NA,NA,NA,NA,NA
"1139",2002-08-16,"Company L","Fund 8",4,1,31,16,168,39,43,43,FALSE,NA,"Fund 2","Fund 9",NA,NA,NA,NA,NA,NA,NA,NA
"1140",2002-08-16,"Company L","Fund 9",4,8,37,23,168,43,43,43,TRUE,"Fund 9","Fund 2","Fund 9",NA,NA,NA,NA,NA,NA,NA,NA
"1141",2002-09-28,"Company L","Fund 1",5,4,37,24,229,48,75,75,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142",2002-09-28,"Company L","Fund 10",5,6,33,27,229,68,75,75,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143",2002-09-28,"Company L","Fund 2",5,9,26,32,229,75,75,75,TRUE,"Fund 2","Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144",2002-09-28,"Company L","Fund 3",5,8,37,15,229,48,75,75,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145",2002-09-28,"Company L","Fund 4",5,8,25,15,229,37,75,75,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146",2002-09-28,"Company L","Fund 5",5,2,26,24,229,45,75,75,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147",2002-09-28,"Company L","Fund 6",5,5,26,17,229,49,75,75,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148",2002-09-28,"Company L","Fund 7",5,1,31,27,229,65,75,75,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149",2002-09-28,"Company L","Fund 8",5,9,38,17,229,56,75,75,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150",2002-09-28,"Company L","Fund 9",5,9,32,31,229,74,75,75,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151",2002-12-09,"Company L","Fund 1",6,8,35,28,290,76,116,116,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1152",2002-12-09,"Company L","Fund 10",6,6,34,33,290,101,116,116,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153",2002-12-09,"Company L","Fund 2",6,8,22,41,290,116,116,116,TRUE,"Fund 2","Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154",2002-12-09,"Company L","Fund 3",6,7,38,23,290,71,116,116,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155",2002-12-09,"Company L","Fund 4",6,8,23,23,290,60,116,116,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156",2002-12-09,"Company L","Fund 5",6,1,35,26,290,71,116,116,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157",2002-12-09,"Company L","Fund 6",6,5,26,22,290,71,116,116,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158",2002-12-09,"Company L","Fund 7",6,9,33,28,290,93,116,116,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159",2002-12-09,"Company L","Fund 8",6,2,29,26,290,82,116,116,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160",2002-12-09,"Company L","Fund 9",6,8,32,40,290,114,116,116,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161",2003-01-04,"Company L","Fund 1",7,1,30,36,352,112,165,165,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162",2003-01-04,"Company L","Fund 10",7,5,38,39,352,140,165,165,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163",2003-01-04,"Company L","Fund 2",7,6,21,49,352,165,165,165,TRUE,"Fund 2","Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164",2003-01-04,"Company L","Fund 3",7,10,23,30,352,101,165,165,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165",2003-01-04,"Company L","Fund 4",7,10,33,31,352,91,165,165,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166",2003-01-04,"Company L","Fund 5",7,1,40,27,352,98,165,165,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167",2003-01-04,"Company L","Fund 6",7,9,28,27,352,98,165,165,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168",2003-01-04,"Company L","Fund 7",7,4,32,37,352,130,165,165,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169",2003-01-04,"Company L","Fund 8",7,9,23,28,352,110,165,165,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170",2003-01-04,"Company L","Fund 9",7,2,27,48,352,162,165,165,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171",2003-02-14,"Company L","Fund 1",8,3,33,37,409,149,220,220,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172",2003-02-14,"Company L","Fund 10",8,9,35,44,409,184,220,220,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173",2003-02-14,"Company L","Fund 2",8,1,25,55,409,220,220,220,TRUE,"Fund 2","Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174",2003-02-14,"Company L","Fund 3",8,7,24,40,409,141,220,220,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175",2003-02-14,"Company L","Fund 4",8,6,38,41,409,132,220,220,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176",2003-02-14,"Company L","Fund 5",8,5,38,28,409,126,220,220,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177",2003-02-14,"Company L","Fund 6",8,4,24,36,409,134,220,220,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178",2003-02-14,"Company L","Fund 7",8,3,36,41,409,171,220,220,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179",2003-02-14,"Company L","Fund 8",8,7,35,37,409,147,220,220,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180",2003-02-14,"Company L","Fund 9",8,4,26,50,409,212,220,220,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1181",2003-03-01,"Company L","Fund 1",9,6,39,40,458,189,276,276,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1182",2003-03-01,"Company L","Fund 10",9,9,30,53,458,237,276,276,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1183",2003-03-01,"Company L","Fund 2",9,5,36,56,458,276,276,276,TRUE,"Fund 2","Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1184",2003-03-01,"Company L","Fund 3",9,4,34,47,458,188,276,276,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185",2003-03-01,"Company L","Fund 4",9,3,35,47,458,179,276,276,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1186",2003-03-01,"Company L","Fund 5",9,2,39,33,458,159,276,276,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187",2003-03-01,"Company L","Fund 6",9,8,38,40,458,174,276,276,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1188",2003-03-01,"Company L","Fund 7",9,10,35,44,458,215,276,276,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189",2003-03-01,"Company L","Fund 8",9,6,35,44,458,191,276,276,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190",2003-03-01,"Company L","Fund 9",9,5,31,54,458,266,276,276,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191",2003-04-07,"Company L","Fund 1",10,5,37,46,516,235,337,337,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192",2003-04-07,"Company L","Fund 10",10,4,31,62,516,299,337,337,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1193",2003-04-07,"Company L","Fund 2",10,8,35,61,516,337,337,337,TRUE,"Fund 2","Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1194",2003-04-07,"Company L","Fund 3",10,3,22,51,516,239,337,337,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1195",2003-04-07,"Company L","Fund 4",10,4,33,50,516,229,337,337,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1196",2003-04-07,"Company L","Fund 5",10,2,40,35,516,194,337,337,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197",2003-04-07,"Company L","Fund 6",10,1,26,48,516,222,337,337,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1198",2003-04-07,"Company L","Fund 7",10,8,30,54,516,269,337,337,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199",2003-04-07,"Company L","Fund 8",10,6,30,50,516,241,337,337,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1200",2003-04-07,"Company L","Fund 9",10,3,21,59,516,325,337,337,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201",2003-04-20,"Company M","Fund 1",1,4,37,1,10,1,1,1,TRUE,"Fund 1","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"1202",2003-04-20,"Company M","Fund 10",1,7,31,1,10,1,1,1,TRUE,"Fund 10","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"1203",2003-04-20,"Company M","Fund 2",1,7,32,1,10,1,1,1,TRUE,"Fund 2","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"1204",2003-04-20,"Company M","Fund 3",1,3,24,1,10,1,1,1,TRUE,"Fund 3","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"1205",2003-04-20,"Company M","Fund 4",1,8,29,1,10,1,1,1,TRUE,"Fund 4","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"1206",2003-04-20,"Company M","Fund 5",1,3,33,1,10,1,1,1,TRUE,"Fund 5","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"1207",2003-04-20,"Company M","Fund 6",1,1,28,1,10,1,1,1,TRUE,"Fund 6","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"1208",2003-04-20,"Company M","Fund 7",1,9,38,1,10,1,1,1,TRUE,"Fund 7","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"1209",2003-04-20,"Company M","Fund 8",1,10,38,1,10,1,1,1,TRUE,"Fund 8","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"1210",2003-04-20,"Company M","Fund 9",1,2,36,1,10,1,1,1,TRUE,"Fund 9","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"1211",2003-05-14,"Company M","Fund 1",2,5,31,4,54,5,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212",2003-05-14,"Company M","Fund 10",2,9,21,7,54,8,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213",2003-05-14,"Company M","Fund 2",2,7,35,7,54,8,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214",2003-05-14,"Company M","Fund 3",2,3,33,3,54,4,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215",2003-05-14,"Company M","Fund 4",2,7,34,8,54,9,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216",2003-05-14,"Company M","Fund 5",2,6,35,3,54,4,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217",2003-05-14,"Company M","Fund 6",2,10,35,1,54,2,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1218",2003-05-14,"Company M","Fund 7",2,5,30,9,54,10,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219",2003-05-14,"Company M","Fund 8",2,2,37,10,54,11,11,11,TRUE,"Fund 8","Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220",2003-05-14,"Company M","Fund 9",2,8,34,2,54,3,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221",2003-05-21,"Company M","Fund 1",3,6,26,9,116,14,24,24,FALSE,NA,"Fund 10","Fund 4","Fund 7",NA,NA,NA,NA,NA,NA,NA
"1222",2003-05-21,"Company M","Fund 10",3,7,24,16,116,24,24,24,TRUE,"Fund 10","Fund 10","Fund 4","Fund 7",NA,NA,NA,NA,NA,NA,NA
"1223",2003-05-21,"Company M","Fund 2",3,9,34,14,116,22,24,24,FALSE,NA,"Fund 10","Fund 4","Fund 7",NA,NA,NA,NA,NA,NA,NA
"1224",2003-05-21,"Company M","Fund 3",3,8,29,6,116,10,24,24,FALSE,NA,"Fund 10","Fund 4","Fund 7",NA,NA,NA,NA,NA,NA,NA
"1225",2003-05-21,"Company M","Fund 4",3,5,31,15,116,24,24,24,TRUE,"Fund 4","Fund 10","Fund 4","Fund 7",NA,NA,NA,NA,NA,NA,NA
"1226",2003-05-21,"Company M","Fund 5",3,5,23,9,116,13,24,24,FALSE,NA,"Fund 10","Fund 4","Fund 7",NA,NA,NA,NA,NA,NA,NA
"1227",2003-05-21,"Company M","Fund 6",3,5,36,11,116,13,24,24,FALSE,NA,"Fund 10","Fund 4","Fund 7",NA,NA,NA,NA,NA,NA,NA
"1228",2003-05-21,"Company M","Fund 7",3,2,21,14,116,24,24,24,TRUE,"Fund 7","Fund 10","Fund 4","Fund 7",NA,NA,NA,NA,NA,NA,NA
"1229",2003-05-21,"Company M","Fund 8",3,3,35,12,116,23,24,24,FALSE,NA,"Fund 10","Fund 4","Fund 7",NA,NA,NA,NA,NA,NA,NA
"1230",2003-05-21,"Company M","Fund 9",3,4,37,10,116,13,24,24,FALSE,NA,"Fund 10","Fund 4","Fund 7",NA,NA,NA,NA,NA,NA,NA
"1231",2003-05-29,"Company M","Fund 1",4,4,28,15,170,29,47,47,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232",2003-05-29,"Company M","Fund 10",4,4,30,23,170,47,47,47,TRUE,"Fund 10","Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233",2003-05-29,"Company M","Fund 2",4,1,40,23,170,45,47,47,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234",2003-05-29,"Company M","Fund 3",4,9,33,14,170,24,47,47,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235",2003-05-29,"Company M","Fund 4",4,3,21,20,170,44,47,47,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1236",2003-05-29,"Company M","Fund 5",4,7,37,14,170,27,47,47,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237",2003-05-29,"Company M","Fund 6",4,3,24,16,170,29,47,47,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1238",2003-05-29,"Company M","Fund 7",4,4,27,16,170,40,47,47,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239",2003-05-29,"Company M","Fund 8",4,2,32,15,170,38,47,47,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1240",2003-05-29,"Company M","Fund 9",4,4,25,14,170,27,47,47,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241",2003-07-18,"Company M","Fund 1",5,7,38,19,211,48,74,74,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242",2003-07-18,"Company M","Fund 10",5,6,26,27,211,74,74,74,TRUE,"Fund 10","Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243",2003-07-18,"Company M","Fund 2",5,9,35,24,211,69,74,74,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1244",2003-07-18,"Company M","Fund 3",5,4,35,23,211,47,74,74,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245",2003-07-18,"Company M","Fund 4",5,6,24,23,211,67,74,74,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246",2003-07-18,"Company M","Fund 5",5,3,27,21,211,48,74,74,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247",2003-07-18,"Company M","Fund 6",5,5,28,19,211,48,74,74,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248",2003-07-18,"Company M","Fund 7",5,3,29,20,211,60,74,74,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249",2003-07-18,"Company M","Fund 8",5,1,24,17,211,55,74,74,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1250",2003-07-18,"Company M","Fund 9",5,2,22,18,211,45,74,74,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251",2003-09-02,"Company M","Fund 1",6,3,26,26,257,74,107,107,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252",2003-09-02,"Company M","Fund 10",6,7,25,33,257,107,107,107,TRUE,"Fund 10","Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253",2003-09-02,"Company M","Fund 2",6,9,26,33,257,102,107,107,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254",2003-09-02,"Company M","Fund 3",6,8,27,27,257,74,107,107,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255",2003-09-02,"Company M","Fund 4",6,10,27,29,257,96,107,107,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256",2003-09-02,"Company M","Fund 5",6,8,22,24,257,72,107,107,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1257",2003-09-02,"Company M","Fund 6",6,4,23,24,257,72,107,107,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1258",2003-09-02,"Company M","Fund 7",6,5,26,23,257,83,107,107,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259",2003-09-02,"Company M","Fund 8",6,4,35,18,257,73,107,107,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1260",2003-09-02,"Company M","Fund 9",6,1,35,20,257,65,107,107,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1261",2003-10-25,"Company M","Fund 1",7,1,26,29,316,103,147,147,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1262",2003-10-25,"Company M","Fund 10",7,1,40,40,316,147,147,147,TRUE,"Fund 10","Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1263",2003-10-25,"Company M","Fund 2",7,6,40,42,316,144,147,147,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1264",2003-10-25,"Company M","Fund 3",7,8,35,35,316,109,147,147,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1265",2003-10-25,"Company M","Fund 4",7,1,33,39,316,135,147,147,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1266",2003-10-25,"Company M","Fund 5",7,9,30,32,316,104,147,147,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267",2003-10-25,"Company M","Fund 6",7,1,31,28,316,100,147,147,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1268",2003-10-25,"Company M","Fund 7",7,3,28,28,316,111,147,147,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1269",2003-10-25,"Company M","Fund 8",7,5,23,22,316,95,147,147,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270",2003-10-25,"Company M","Fund 9",7,5,31,21,316,86,147,147,FALSE,NA,"Fund 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271",2003-11-10,"Company M","Fund 1",8,8,34,30,356,133,192,192,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1272",2003-11-10,"Company M","Fund 10",8,2,26,41,356,188,192,192,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1273",2003-11-10,"Company M","Fund 2",8,2,27,48,356,192,192,192,TRUE,"Fund 2","Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274",2003-11-10,"Company M","Fund 3",8,2,39,43,356,152,192,192,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275",2003-11-10,"Company M","Fund 4",8,10,29,40,356,175,192,192,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276",2003-11-10,"Company M","Fund 5",8,5,34,41,356,145,192,192,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277",2003-11-10,"Company M","Fund 6",8,8,38,29,356,129,192,192,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278",2003-11-10,"Company M","Fund 7",8,8,27,31,356,142,192,192,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
